GenBank_id;country
KY680973.1;Ecuador
KY680974.1;Ecuador
KY680975.1;Ecuador
KY680976.1;Ecuador
KY680977.1;Ecuador
KY680978.1;Ecuador
KY680979.1;Ecuador
KY680980.1;Ecuador
KY680981.1;Ecuador
KY680982.1;Ecuador
KY680983.1;Ecuador
KY680984.1;Ecuador
KY680985.1;Ecuador
KY680986.1;Peru
KY680987.1;Ecuador
KY680988.1;Ecuador
KY680989.1;Ecuador
KY680990.1;Ecuador
KY680991.1;Ecuador
KY680992.1;Ecuador
KY680993.1;Ecuador
KY680994.1;Ecuador
KY680995.1;Ecuador
KY680996.1;Ecuador
KY680997.1;Ecuador
KY680998.1;Ecuador
KY680999.1;Ecuador
KY681000.1;Ecuador
KY681001.1;Ecuador
KY681002.1;Ecuador
KY681003.1;Ecuador
KY681004.1;Ecuador
KY681005.1;Ecuador
KY681006.1;Ecuador
KY681007.1;Peru
KY681008.1;Peru
KY681009.1;Peru
KY681010.1;Ecuador
KY681011.1;Venezuela
KY681012.1;Venezuela
KY681013.1;Venezuela
KY681014.1;Venezuela
KY681015.1;Venezuela
KY681016.1;Venezuela
KY682306.1;NA
KY684194.1;NA
KY684195.1;NA
KY686204.1;Myanmar
KY686205.1;Borneo: East Malaysia, Kota Kinabalu
KY686206.1;Borneo: East Malaysia, Kota Kinabalu
KY686207.1;Myanmar
KY686208.1;Indonesia
KY686209.1;Indonesia
KY686210.1;Thailand
KY686211.1;Viet Nam
KY686212.1;Myanmar
KY686213.1;Myanmar
KY686214.1;Myanmar
KY686215.1;Myanmar
KY686216.1;Myanmar
KY689004.1;NA
KY695247.1;NA
KY695248.1;NA
KY697192.1;NA
KY748276.1;NA
KY765533.1;NA
KY765534.1;NA
KY771076.1;NA
KY771077.1;NA
KY771078.1;NA
KY771079.1;NA
KY771093.1;NA
KY776424.2;NA
KY780115.1;NA
KY782150.1;Poland
KY782151.1;Poland
KY782152.1;Poland
KY782153.1;Poland
KY782154.1;Poland
KY782155.1;Poland
KY782156.1;Poland
KY782157.1;Poland
KY782158.1;Poland
KY782159.1;Poland
KY782160.1;Poland
KY782161.1;Poland
KY782162.1;Poland
KY782163.1;Poland
KY782164.1;Poland
KY782165.1;Poland
KY782166.1;Poland
KY782167.1;Poland
KY782168.1;Poland
KY782169.1;Poland
KY782170.1;Poland
KY782171.1;Poland
KY782172.1;Poland
KY782173.1;Poland
KY782174.1;Poland
KY782175.1;Poland
KY782176.1;Poland
KY782177.1;Poland
KY782178.1;Poland
KY782179.1;Poland
KY782180.1;Poland
KY782181.1;Poland
KY782182.1;Poland
KY782183.1;Poland
KY782184.1;Poland
KY782185.1;Poland
KY782186.1;Poland
KY782187.1;Poland
KY782188.1;Poland
KY782189.1;Poland
KY782190.1;Poland
KY782191.1;Poland
KY782192.1;Poland
KY782193.1;Poland
KY782194.1;Poland
KY782195.1;Poland
KY782196.1;Poland
KY782197.1;Poland
KY782198.1;Poland
KY782199.1;Poland
KY782200.1;Poland
KY782201.1;Poland
KY782202.1;Poland
KY782203.1;Poland
KY782204.1;Poland
KY782205.1;Poland
KY782206.1;Poland
KY782207.1;Poland
KY782208.1;Poland
KY782209.1;Poland
KY782210.1;Poland
KY782211.1;Poland
KY782212.1;Poland
KY782213.1;Poland
KY782214.1;Poland
KY782215.1;Poland
KY782216.1;Poland
KY782217.1;Poland
KY782218.1;Poland
KY782219.1;Poland
KY782220.1;Poland
KY782221.1;Poland
KY782222.1;Poland
KY782223.1;Poland
KY782224.1;Poland
KY782225.1;Poland
KY782226.1;Poland
KY782227.1;Poland
KY782228.1;Poland
KY782229.1;Poland
KY782230.1;Poland
KY782231.1;Poland
KY782232.1;Poland
KY782233.1;Poland
KY782234.1;Poland
KY782235.1;Poland
KY782236.1;Poland
KY782237.1;Poland
KY782238.1;Poland
KY782239.1;Poland
KY782240.1;Poland
KY782241.1;Poland
KY782242.1;Poland
KY782243.1;Poland
KY782244.1;Poland
KY782245.1;Poland
KY782246.1;Poland
KY782247.1;Poland
KY782248.1;Poland
KY782249.1;Poland
KY797163.1;Lebanon
KY797164.1;Lebanon
KY797165.1;Lebanon
KY797166.1;Lebanon
KY797167.1;Lebanon
KY797168.1;Lebanon
KY797169.1;Lebanon
KY797170.1;Lebanon
KY797171.1;Lebanon
KY797172.1;Lebanon
KY797173.1;Lebanon
KY797174.1;Lebanon
KY797175.1;Lebanon
KY797176.1;Lebanon
KY797177.1;Lebanon
KY797178.1;Lebanon
KY797180.1;Lebanon
KY797181.1;Lebanon
KY797182.1;Lebanon
KY797183.1;Lebanon
KY797184.1;Lebanon
KY797185.1;Lebanon
KY797186.1;Lebanon
KY797187.1;Lebanon
KY797188.1;Lebanon
KY797189.1;Lebanon
KY797190.1;Lebanon
KY797191.1;Lebanon
KY797192.1;Lebanon
KY797193.1;Lebanon
KY797194.1;Lebanon
KY797195.1;Lebanon
KY797196.1;Lebanon
KY797197.1;Lebanon
KY797198.1;Lebanon
KY797199.1;Lebanon
KY797200.1;Lebanon
KY797201.1;Lebanon
KY797202.1;Lebanon
KY797203.1;Lebanon
KY797204.1;Lebanon
KY797205.1;Lebanon
KY797206.1;Lebanon
KY797207.1;Lebanon
KY797208.1;Lebanon
KY797209.1;Lebanon
KY797210.1;Lebanon
KY797211.1;Lebanon
KY797212.1;Lebanon
KY797213.1;Lebanon
KY797214.1;Lebanon
KY797215.1;Lebanon
KY797216.1;Lebanon
KY797217.1;Lebanon
KY797218.1;Lebanon
KY797219.1;Lebanon
KY797220.1;Lebanon
KY797221.1;Lebanon
KY797222.1;Lebanon
KY797223.1;Lebanon
KY797224.1;Lebanon
KY797225.1;Lebanon
KY797226.1;Lebanon
KY797227.1;Lebanon
KY797228.1;Lebanon
KY797229.1;Lebanon
KY797230.1;Lebanon
KY797231.1;Lebanon
KY797232.1;Lebanon
KY797233.1;Lebanon
KY797234.1;Lebanon
KY797235.1;Lebanon
KY797236.1;Lebanon
KY797237.1;Lebanon
KY797238.1;Lebanon
KY797239.1;Lebanon
KY797240.1;Lebanon
KY797241.1;Lebanon
KY797242.1;Lebanon
KY797243.1;Lebanon
KY797244.1;Lebanon
KY797245.1;Lebanon
KY797246.1;Lebanon
KY797247.1;Lebanon
KY797248.1;Lebanon
KY797249.1;Lebanon
KY797250.2;NA
KY797254.2;NA
KY797255.2;NA
KY797258.2;NA
KY797259.2;NA
KY797260.2;NA
KY797261.2;NA
KY797262.2;NA
KY798192.1;China
KY798193.1;China
KY798194.1;China
KY798195.1;China
KY798196.1;China
KY798197.1;China
KY798198.1;China
KY798199.1;China
KY798200.1;China
KY798201.1;China
KY798202.1;China
KY798203.1;China
KY799075.1;NA
KY799076.1;NA
KY806857.1;NA
KY818807.1;NA
KY824818.1;Russia: North Caucasus
KY824819.1;Russia: North Caucasus
KY824820.1;Russia: North Caucasus
KY824821.1;Armenia
KY824822.1;Armenia
KY824823.1;Armenia
KY824824.1;Armenia
KY824825.1;Armenia
KY824826.1;Armenia
KY824827.1;Armenia
KY824828.1;Armenia
KY824829.1;Russia: North Caucasus
KY824830.1;Russia: North Caucasus
KY824831.1;Russia: North Caucasus
KY824832.1;Russia: North Caucasus
KY824833.1;Russia: North Caucasus
KY824834.1;Iran
KY824835.1;Iran
KY824836.1;Iran
KY824837.1;Iran
KY824838.1;Iran
KY824839.1;Iran
KY824840.1;Iran
KY824841.1;Iran
KY824842.1;Iran
KY824843.1;Iran
KY824844.1;Iran
KY824845.1;Iran
KY824846.1;Iran
KY824847.1;Georgia
KY824848.1;Russia: North Caucasus
KY824849.1;Russia: North Caucasus
KY824850.1;Russia: North Caucasus
KY824851.1;Russia: North Caucasus
KY824852.1;Russia: North Caucasus
KY824853.1;Russia: North Caucasus
KY824854.1;Russia: North Caucasus
KY824855.1;Russia: North Caucasus
KY824856.1;Egypt
KY824857.1;Egypt
KY824858.1;Egypt
KY824859.1;Jordan
KY824860.1;Jordan
KY824861.1;Jordan
KY824862.1;Jordan
KY824863.1;Kuwait
KY824864.1;Kuwait
KY824865.1;Kuwait
KY824866.1;Saudi Arabia
KY824867.1;Saudi Arabia
KY824868.1;Saudi Arabia
KY824869.1;Syria
KY824870.1;Syria
KY824871.1;Turkey
KY824872.1;Turkey
KY824873.1;Turkey
KY824874.1;Turkey
KY824875.1;Iran
KY824876.1;Belarus
KY824877.1;Greece: Rhodes
KY824878.1;Greece: Rhodes
KY824879.1;Croatia
KY824880.1;Bahrain
KY824881.1;Turkey
KY824882.1;Turkey
KY824883.1;Turkey
KY824884.1;Turkey
KY824885.1;Slovakia
KY824886.1;Greece: Crete
KY824887.1;Greece: Crete
KY824888.1;Greece: Crete
KY824889.1;Greece: Crete
KY824890.1;Greece: Crete
KY824891.1;Greece
KY824892.1;Romania
KY824893.1;Pakistan
KY824894.1;Pakistan
KY824895.1;Pakistan
KY824896.1;Pakistan
KY824897.1;Pakistan
KY824898.1;Pakistan
KY824899.1;Pakistan
KY824900.1;Pakistan
KY824901.1;Pakistan
KY824902.1;Israel
KY824903.1;Libya
KY824904.1;Iran
KY824905.1;Iran
KY824906.1;Iran
KY824907.1;Iran
KY824908.1;Iran
KY824909.1;Iran
KY824910.1;Iran
KY824911.1;Iran
KY824912.1;Iran
KY824913.1;Iran
KY824914.1;Iran: Mazandaran
KY824915.1;Iran: Fars
KY824916.1;Iran
KY824917.1;Iran
KY824918.1;Iran
KY824919.1;Iran
KY824920.1;Iran
KY824921.1;Iran
KY824922.1;Iran
KY824923.1;Iran
KY824924.1;Iran
KY824925.1;Iran
KY824926.1;Iran
KY824927.1;Iran
KY824928.1;Iran
KY824929.1;Iran
KY824930.1;Iran
KY824931.1;Iran
KY824932.1;Iran
KY824933.1;Iran
KY824934.1;Iran
KY824935.1;Iran
KY824936.1;Iran
KY824937.1;Iran
KY824938.1;Kazakhstan
KY824939.1;Afghanistan
KY824940.1;Afghanistan
KY824941.1;Afghanistan
KY824942.1;Afghanistan
KY824943.1;Afghanistan
KY824944.1;Afghanistan
KY824945.1;Afghanistan
KY824946.1;Afghanistan
KY824947.1;Afghanistan
KY824948.1;Uzbekistan
KY824949.1;Uzbekistan
KY824950.1;Uzbekistan
KY824951.1;Uzbekistan
KY824952.1;Uzbekistan
KY824953.1;Uzbekistan
KY824954.1;Tajikistan
KY824955.1;Tajikistan
KY824956.1;Tajikistan
KY824957.1;Tajikistan
KY824958.1;Tajikistan
KY824959.1;Tajikistan
KY824960.1;Myanmar
KY824961.1;India: Jharkhand
KY824962.1;India: Jharkhand
KY824963.1;India: Jharkhand
KY824964.1;India: West Bengal
KY824965.1;India: Uttar Pradesh
KY824966.1;India: Uttar Pradesh
KY824967.1;India: Jammu&Kashmir
KY824968.1;India: Jammu&Kashmir
KY824969.1;India: Madhya Pradesh
KY824970.1;India: Andhra Pradesh
KY824971.1;India: Uttar Pradesh
KY824972.1;India: Andhra Pradesh
KY824973.1;India: Uttar Pradesh
KY824974.1;India: Madhya Pradesh
KY824975.1;India: Rajasthan
KY824976.1;India: Rajasthan
KY824977.1;India: Punjab
KY824978.1;India: Madhya Pradesh
KY824979.1;India: Andhra Pradesh
KY824980.1;India: Jharkhand
KY824981.1;India: Rajasthan
KY824982.1;India: Rajasthan
KY824983.1;India: Rajasthan
KY824984.1;India: Uttar Pradesh
KY824985.1;India: Kerala
KY824986.1;India: Kerala
KY824987.1;India: Orissa
KY824988.1;India: Uttar Pradesh
KY824989.1;India: Talim Nadu
KY824990.1;India: Talim Nadu
KY824991.1;India: South
KY824992.1;India: Karnataka
KY824993.1;India: Talim Nadu
KY824994.1;India: Talim Nadu
KY824995.1;India: Talim Nadu
KY824996.1;India: Talim Nadu
KY824997.1;India: Karnataka
KY824998.1;India: Karnataka
KY824999.1;India: Karnataka
KY825000.1;India: Karnataka
KY825001.1;India: Karnataka
KY825002.1;India: Rajasthan
KY825003.1;India: North
KY825004.1;India: North
KY825005.1;India: North
KY825006.1;India: North
KY825007.1;India: North
KY825008.1;India: Central
KY825009.1;India: South
KY825010.1;India: South
KY825011.1;India: South
KY825012.1;India: South
KY825013.1;India: South
KY825014.1;India: South
KY825015.1;India: South
KY825016.1;India: South
KY825017.1;India: South
KY825018.1;India: Punjab
KY825019.1;India: North
KY825020.1;India: Kashmir
KY825021.1;India: Kashmir
KY825022.1;India: Kashmir
KY825023.1;India: Kashmir
KY825024.1;India: Kashmir
KY825025.1;India: Kashmir
KY825026.1;Israel
KY825027.1;Turkey
KY825028.1;Palestine
KY825029.1;Palestine
KY825030.1;Palestine
KY825031.1;Yemen
KY825032.1;Italy: Sicily
KY825033.1;Italy: Sicily
KY825034.1;Kyrgyzstan
KY825035.1;Iran: Kordestan
KY825036.1;Iran: Kordestan
KY825037.1;Iran: Hormozgan
KY825038.1;India: Maharashtra
KY825039.1;Kuwait
KY825040.1;Italy: Apulia
KY825041.1;Iran: Azarbaijan Gharbi
KY825042.1;Mongolia
KY825043.1;Iraq
KY825044.1;Nepal
KY825045.1;India: New Delhi
KY825046.1;Iran: Sistan Baluchestan
KY825047.1;Iran: Khorasan
KY825048.1;Iran: Khuzestan
KY825049.1;Iran: Khuzestan
KY825050.1;Iran: Khuzestan
KY825051.1;Iran: Yazd
KY825052.1;Kuwait
KY825053.1;Iran: Khuzestan
KY825054.1;Iran: Gilan
KY825055.1;Iraq
KY825056.1;Iran: Khuzestan
KY825057.1;Iran: Mazandaran
KY825058.1;Iraq
KY825059.1;Italy: Campania
KY825060.1;Iran: Khorasan
KY825061.1;Iran: Kordestan
KY825062.1;Italy: Sardiania
KY825063.1;Italy: Tuscany
KY825064.1;Italy: Tuscany
KY825065.1;USA
KY825066.1;Germany
KY825067.1;Ukraine
KY825068.1;Germany
KY825069.1;United Kingdom
KY825070.1;Austria
KY825071.1;Italy: Tuscany
KY825072.1;Italy: Marche
KY825073.1;Iran: Khorasan
KY825074.1;India: Andhra Pradesh
KY825075.1;Iran: Yazd
KY825076.1;India: New Delhi
KY825077.1;Italy: Calabria
KY825078.1;Iran: Golestan
KY825079.1;Iraq
KY825080.1;Germany
KY825081.1;Italy: Tuscany
KY825082.1;Italy: Apulia
KY825083.1;Israel
KY825084.1;Iran: Bandar Abbas
KY849395.1;NA
KY849396.1;NA
KY849397.1;NA
KY849398.1;NA
KY849399.1;NA
KY849585.1;NA
KY863511.1;NA
KY863512.1;NA
KY863513.1;NA
KY863516.1;NA
KY873260.1;NA
KY873261.1;NA
KY906190.1;NA
KY923831.1;Mali
KY923832.1;Niger
KY923833.1;Burkina Faso
KY923834.1;Mali
KY923835.1;Burkina Faso
KY923836.1;Burkina Faso
KY923837.1;Burkina Faso
KY923838.1;Chad
KY923839.1;Burkina Faso
KY923840.1;Burkina Faso
KY923841.1;Niger
KY923842.1;Burkina Faso
KY923843.1;Chad
KY923844.1;Niger
KY923845.1;Mali
KY923846.1;Niger
KY923847.1;Mali
KY923848.1;Guinea
KY923849.1;Burkina Faso
KY923850.1;Burkina Faso
KY923851.1;Burkina Faso
KY923852.1;Niger
KY923853.1;Senegal
KY923854.1;Niger
KY923855.1;Burkina Faso
KY923856.1;Burkina Faso
KY923857.1;Chad
KY923858.1;Chad
KY923859.1;Chad
KY923860.1;Chad
KY923861.1;Niger
KY923862.1;Mali
KY923863.1;Burkina Faso
KY930469.1;NA
KY930470.1;NA
KY930471.1;NA
KY930472.1;NA
KY930473.1;NA
KY930954.1;NA
KY930958.1;NA
KY933649.1;India
KY934475.1;NA
KY934476.1;NA
KY934477.1;NA
KY934478.1;NA
KY940311.1;NA
KY941897.1;China
KY941898.1;China
KY941899.1;China
KY941900.1;China
KY941901.1;China
KY941902.1;China
KY941903.1;China
KY941904.1;China
KY941905.1;China
KY941906.1;China
KY941907.1;China
KY941908.1;China
KY967268.1;NA
KY967269.1;NA
KY967620.1;NA
KY974324.1;NA
KY974325.1;NA
KY980655.1;NA
KY980656.1;NA
KY981527.1;NA
KY982964.1;NA
KY983100.1;NA
KY983101.1;NA
KY995143.1;NA
KY995144.1;NA
LC050519.1;NA
LC050520.1;NA
LC198226.1;Mexico:Teotihuacan archaeological site
LC202987.1;Thailand
LC202988.1;Thailand
LC202989.1;Thailand
LC202990.1;Thailand
LC202991.1;Thailand
LC203475.1;Thailand
LC203476.1;Thailand
LC203477.1;Thailand
LC203590.1;Thailand
LC203591.1;Thailand
LC203592.1;Thailand
LC203593.1;Thailand
LC205691.1;Thailand
LC205692.1;Thailand
LC521960.1;Japan:Gunma, Naganohara-cho, Iyai rock-shelter site
LC521961.1;Japan:Gunma, Naganohara-cho, Iyai rock-shelter site
LC521962.1;Japan:Gunma, Naganohara-cho, Iyai rock-shelter site
LC597326.1;Japan
LC597327.1;Japan
LC597329.1;Japan
LC597331.1;Japan
LC597332.1;Japan
LC597334.1;Japan
LC655995.1;Japan
LC657585.1;Japan
LC659323.1;Japan: Aichi, Tahara
LC733702.1;Japan:Gunma, Naganohara-cho, Iyai rock-shelter site
LC733703.1;Japan:Gunma, Naganohara-cho, Iyai rock-shelter site
LC733704.1;Japan:Gunma, Naganohara-cho, Iyai rock-shelter site
LC733705.1;Japan:Gunma, Naganohara-cho, Iyai rock-shelter site
LR131170.1;NA
LS997675.1;NA
LS997678.1;NA
LS997679.1;NA
LS997681.1;NA
LS997685.1;NA
LS997687.1;NA
LS997688.1;NA
LS997690.1;NA
LS997692.1;NA
LS997705.1;NA
LS997706.1;NA
LS997708.1;NA
LS997709.1;NA
LS997712.1;NA
LS997715.1;NA
LS997718.1;NA
LS997720.1;NA
LS997723.1;NA
LS997758.1;NA
LS997759.1;NA
LS997760.1;NA
LS997761.1;NA
LS997762.1;NA
LS997763.1;NA
LS997764.1;NA
LS997765.1;NA
LS997766.1;NA
LS997767.1;NA
LS997768.1;NA
LS997769.1;NA
LS997770.1;NA
LS997771.1;NA
LS997772.1;NA
LS997773.1;NA
LS997774.1;NA
LS997775.1;NA
LS997776.1;NA
LS997777.1;NA
LS997778.1;NA
LS997779.1;NA
LS997780.1;NA
LS997781.1;NA
LS997782.1;NA
LS997783.1;NA
LS997784.1;NA
LS997785.1;NA
LS997786.1;NA
LS997787.1;NA
LS997789.1;NA
LS997790.1;NA
LS997793.1;NA
LS997794.1;NA
LS997795.1;NA
LS997796.1;NA
LS997797.1;NA
LS997804.1;NA
LS997807.1;NA
LS997812.1;NA
LS997813.1;NA
LS997816.1;NA
LS997817.1;NA
LS997818.1;NA
LS997819.1;NA
LS997821.1;NA
LS997822.1;NA
LS997826.1;NA
LS997827.1;NA
LS997830.1;NA
LS997832.1;NA
LS997833.1;NA
LS997839.1;NA
LS997842.1;NA
LS997845.1;NA
LS997846.1;NA
LS997847.1;NA
LS997849.1;NA
LS997852.1;NA
LS997853.1;NA
LS997855.1;NA
LS997856.1;NA
LS997864.1;NA
LS997869.1;NA
LS997873.1;NA
LS997877.1;NA
LS997878.1;NA
LS997879.1;NA
LS997883.1;NA
LS997886.1;NA
LS997887.1;NA
LS997892.1;NA
LS997895.1;NA
LS997898.1;NA
LS997902.1;NA
LS997903.1;NA
LS997904.1;NA
LS997907.1;NA
LS998703.1;NA
LS998705.1;NA
LS998706.1;NA
LS998707.1;NA
LS998708.1;NA
LS998710.1;NA
LS998711.1;NA
LS998712.1;NA
LS998714.1;NA
LS998715.1;NA
LS998718.1;NA
LS998719.1;NA
LS998726.1;NA
LS998727.1;NA
LS998728.1;NA
LS998729.1;NA
LS998730.1;NA
LS998737.1;NA
LS998739.1;NA
LS998741.1;NA
LS998742.1;NA
LS998750.1;NA
LS998751.1;NA
LS998753.1;NA
LS998755.1;NA
LS998758.1;NA
LS998763.1;NA
LS998764.1;NA
LS998769.1;NA
LT719076.1;NA
LT719077.1;NA
LT719078.1;NA
LT719079.1;NA
LT719080.1;NA
LT719081.1;NA
LT719082.1;NA
LT719083.1;NA
LT719084.1;NA
LT719085.1;NA
LT719086.1;NA
LT719087.1;NA
LT721902.1;NA
LT721903.1;NA
LT721904.1;NA
LT721905.1;NA
LT721906.1;NA
LT721907.1;NA
LT721908.1;NA
LT721909.1;NA
LT721910.1;NA
LT721911.1;NA
LT721912.1;NA
LT721913.1;NA
LT721914.1;NA
LT721915.1;NA
LT721916.1;NA
LT721917.1;NA
LT721918.1;NA
LT722641.1;NA
LT844545.1;NA
LT844546.1;NA
MF002495.1;NA
MF002496.1;NA
MF035492.1;NA
MF035493.1;NA
MF035494.1;NA
MF035723.1;NA
MF039861.1;Italy
MF039862.1;Tunisia
MF039863.1;Italy
MF043221.1;NA
MF043222.1;NA
MF043223.1;NA
MF043424.1;Russia: Magadan Region, Severo-Evensk District
MF043425.1;China: Inner Mongolia Autonomous Region
MF043426.1;China: Inner Mongolia Autonomous Region
MF043427.1;China: Inner Mongolia Autonomous Region
MF043428.1;China: Inner Mongolia Autonomous Region
MF043429.1;China: Inner Mongolia Autonomous Region
MF043430.1;China: Inner Mongolia Autonomous Region
MF043431.1;China: Inner Mongolia Autonomous Region
MF043432.1;China: Inner Mongolia Autonomous Region
MF043433.1;China: Inner Mongolia Autonomous Region
MF043434.1;China: Inner Mongolia Autonomous Region
MF043435.1;China: Inner Mongolia Autonomous Region
MF043436.1;China: Inner Mongolia Autonomous Region
MF043437.1;China: Inner Mongolia Autonomous Region
MF043438.1;China: Inner Mongolia Autonomous Region
MF043439.1;China: Inner Mongolia Autonomous Region
MF043440.1;China: Inner Mongolia Autonomous Region
MF043441.1;China: Inner Mongolia Autonomous Region
MF043442.1;China: Inner Mongolia Autonomous Region
MF043443.1;China: Inner Mongolia Autonomous Region
MF043444.1;China: Inner Mongolia Autonomous Region
MF043445.1;China: Inner Mongolia Autonomous Region
MF043446.1;Russia: Magadan Region, Severo-Evensk District
MF043447.1;Russia: Magadan Region, Severo-Evensk District
MF043448.1;Russia: Magadan Region, Severo-Evensk District
MF043449.1;Russia: Buryat Republic
MF043450.1;Russia: Buryat Republic
MF043451.1;Russia: Buryat Republic
MF043452.1;Russia: Buryat Republic
MF043453.1;Russia: Zabaikal Region
MF043454.1;Russia: Zabaikal Region
MF043455.1;Russia: Buryat Republic
MF043456.1;Russia: Buryat Republic
MF043457.1;Russia: Irkutsk Region
MF043458.1;Russia
MF043459.1;Russia: Zabaikal Region
MF043460.1;Russia: Irkutsk Region
MF043461.1;Russia: Irkutsk Region
MF043462.1;Russia: Irkutsk Region
MF043463.1;Russia: Buryat Republic
MF043464.1;Russia: Buryat Republic
MF043465.1;Russia: Buryat Republic
MF043466.1;Russia: Buryat Republic
MF043467.1;Russia: Irkutsk Region
MF043468.1;Russia: Irkutsk Region
MF043469.1;Russia: Buryat Republic
MF043470.1;Russia: Buryat Republic
MF043471.1;Russia: Buryat Republic
MF043472.1;Russia: Irkutsk Region
MF043473.1;Russia: Irkutsk Region
MF043474.1;Russia: Zabaikal Region
MF043475.1;Russia: Irkutsk Region
MF043476.1;Russia: Buryat Republic
MF043477.1;Russia: Irkutsk Region
MF043478.1;Russia: Irkutsk Region
MF043479.1;Russia: Buryat Republic
MF043480.1;Russia: Irkutsk Region
MF043481.1;Russia: Irkutsk Region
MF043482.1;Russia: Buryat Republic
MF043483.1;Russia: Buryat Republic
MF043484.1;Russia: Buryat Republic
MF043485.1;Russia: Irkutsk Region
MF043486.1;Russia: Buryat Republic
MF043487.1;Russia: Irkutsk Region
MF043488.1;Russia: Buryat Republic
MF043489.1;Russia: Buryat Republic
MF043490.1;Russia: Irkutsk Region
MF043491.1;Russia: Irkutsk Region
MF043492.1;Russia: Zabaikal Region
MF043493.1;Russia: Irkutsk Region
MF043494.1;Russia: Irkutsk Region
MF043495.1;Russia: Buryat Republic
MF043496.1;Russia: Buryat Republic
MF043497.1;Russia: Buryat Republic
MF043498.1;Russia: Irkutsk Region
MF043499.1;Russia: Irkutsk Region
MF043500.1;Russia: Irkutsk Region
MF043501.1;Russia: Buryat Republic
MF043502.1;Russia: Irkutsk Region
MF043503.1;Russia: Buryat Republic
MF043504.1;Russia: Irkutsk Region
MF043505.1;Russia: Buryat Republic
MF043506.1;Russia: Buryat Republic
MF043507.1;Russia: Buryat Republic
MF043508.1;Russia: Irkutsk Region
MF043509.1;Russia: Buryat Republic
MF043510.1;Russia: Buryat Republic
MF043511.1;Russia: Buryat Republic
MF043512.1;Russia: Irkutsk Region
MF043513.1;Russia: Buryat Republic
MF043514.1;Russia: Irkutsk Region
MF043515.1;Russia: Irkutsk Region
MF043516.1;Russia: Irkutsk Region
MF043517.1;Russia: Buryat Republic
MF043518.1;Russia: Irkutsk Region
MF043519.1;Russia: Irkutsk Region
MF043520.1;Russia: Magadan Region, Severo-Evensk District
MF044460.1;NA
MF045947.1;NA
MF055747.1;NA
MF055748.1;NA
MF055749.1;NA
MF055750.1;NA
MF055751.1;NA
MF055752.1;NA
MF055753.1;NA
MF055754.1;NA
MF055755.1;NA
MF055756.1;NA
MF055757.1;NA
MF055758.1;NA
MF055759.1;NA
MF055760.1;NA
MF055761.1;NA
MF055762.1;NA
MF055763.1;NA
MF055764.1;NA
MF055765.1;NA
MF055766.1;NA
MF055767.1;NA
MF055768.1;NA
MF055769.1;NA
MF055770.1;NA
MF055771.1;NA
MF055772.1;NA
MF055773.1;NA
MF055774.1;NA
MF055775.1;NA
MF055776.1;NA
MF055777.1;NA
MF055778.1;NA
MF055779.1;NA
MF055780.1;NA
MF055781.1;NA
MF055782.1;NA
MF055783.1;NA
MF055784.1;NA
MF055785.1;NA
MF055786.1;NA
MF055787.1;NA
MF055788.1;NA
MF055789.1;NA
MF055790.1;NA
MF055791.1;NA
MF055792.1;NA
MF055793.1;NA
MF055794.1;NA
MF055795.1;NA
MF055796.1;NA
MF055797.1;NA
MF055798.1;NA
MF055799.1;NA
MF055800.1;NA
MF055801.1;NA
MF055802.1;NA
MF055803.1;NA
MF055804.1;NA
MF055805.1;NA
MF055806.1;NA
MF055807.1;NA
MF055808.1;NA
MF055809.1;NA
MF055810.1;NA
MF055811.1;NA
MF055812.1;NA
MF055813.1;NA
MF055814.1;NA
MF055815.1;NA
MF055816.1;NA
MF055817.1;NA
MF055818.1;NA
MF055819.1;NA
MF055820.1;NA
MF055821.1;NA
MF055822.1;NA
MF055823.1;NA
MF055824.1;NA
MF055825.1;NA
MF055826.1;NA
MF055827.1;NA
MF055828.1;NA
MF055829.1;NA
MF055830.1;NA
MF055831.1;NA
MF055833.1;NA
MF055834.1;NA
MF055835.1;NA
MF055836.1;NA
MF055837.1;NA
MF055838.1;NA
MF055839.1;NA
MF055840.1;NA
MF055841.1;NA
MF055842.1;NA
MF055843.1;NA
MF055844.1;NA
MF055845.1;NA
MF055846.1;NA
MF055847.1;NA
MF055848.1;NA
MF055849.1;NA
MF055850.1;NA
MF055851.1;NA
MF055852.1;NA
MF055853.1;NA
MF055854.1;NA
MF055855.1;NA
MF055856.1;NA
MF055857.1;NA
MF055858.1;NA
MF055859.1;NA
MF055860.1;NA
MF055861.1;NA
MF055862.1;NA
MF055863.1;NA
MF055864.1;NA
MF055865.1;NA
MF055866.1;NA
MF055867.1;NA
MF055868.1;NA
MF055869.1;NA
MF055870.1;NA
MF055871.1;NA
MF055872.1;NA
MF055873.1;NA
MF055874.1;NA
MF055875.1;NA
MF055876.1;NA
MF055877.1;NA
MF055878.1;NA
MF055879.1;NA
MF055880.1;NA
MF055881.1;NA
MF055882.1;NA
MF055883.1;NA
MF055884.1;NA
MF055885.1;NA
MF055886.1;NA
MF055887.1;NA
MF055888.1;NA
MF055889.1;NA
MF055890.1;NA
MF055891.1;NA
MF055892.1;NA
MF055893.1;NA
MF055894.1;NA
MF055895.1;NA
MF055896.1;NA
MF055897.1;NA
MF055898.1;NA
MF055899.1;NA
MF055900.1;NA
MF055902.1;NA
MF055903.1;NA
MF055904.1;NA
MF055905.1;NA
MF055906.1;NA
MF055907.1;NA
