motif,profiles
J1b1,
J1b1a,
J1b1a1,HG01098 HG00315
J1b1a1a,HG00098 NA12282
J1b1a1b,
J1b1a1c,
J1b1a1d,
J1b1a1+146,
J1b1a1e,
J1b1a2,
J1b1a2a,
J1b1a2b,
J1b1a3,NA20534
J1b1b,
J1b1b1,
J1b1b1a,
J1b1b1b,
J1b1b1c,
J1b1b2,
J1b1b3,
J1b2,
J1b2a,
J1b3,
J1b3a,
J1b3b,
J1b3b1,
J1b4,
J1b4a,
J1b4a1,
J1b4a2,
J1b5,
J1b5a,
J1b5a1,
J1b6,
J1b6a,
J1b6b,
J1b7,
J1b7a,
J1b8,
J1b9,
J1c,
J1c1,
J1c1a,
J1c1b,
J1c1b1,
J1c1b1a,
J1c1b1a1,
J1c1b2,
J1c1b2a,
J1c1c,
J1c1d,HG00338
J1c1e,NA12234
J1c1f,
J1c1g,
J1c1g1,
J1c1h,NA20787
J1c2,NA20544
J1c2a,
J1c2a1,
J1c2a1a,
J1c2a2,
J1c2a3,
J1c2b,
J1c2b1,
J1c2b2,
J1c2b3,
J1c2b4,
J1c2b5,HG00355
J1c2c,
J1c2c1,
J1c2c1a,
J1c2c2,HG00332 NA11843
J1c2c2a,
J1c2c3,
J1c2d,
J1c2e,HG01075
J1c2e1,HG00117
J1c2e2,
J1c2f,
J1c2g,
J1c2h,
J1c2i,
J1c2j,
J1c2k,
J1c2l,
J1c2m,
J1c2m1,
J1c2n,HG00377
J1c2n1,HG00375 HG00276
J1c2o,
J1c2p,
J1c2q,HG00258
J1c2q1,
J1c2r,
J1c2s,
J1c2s1,
J1c2t,HG00235
J1c3,HG01518 HG00261
J1c3a,
J1c3a1,
J1c3a2,
J1c3b,
J1c3b1,
J1c3b1a,
J1c3b2,HG00103
J1c3c,NA12044
J1c3c1,
J1c3c2,
J1c3d,
J1c3e,
J1c3e1,
J1c3e2,NA20785
J1c3f,
J1c3g,HG00101
J1c3h,
J1c3i,
J1c3j,
J1c3k,
J1c3+189,HG00334
J1c3m,
J1c4,
J1c4b,
J1c4c,
J1c5,HG00120
J1c5a,
J1c5a1,NA12154
J1c5b,
J1c5c,
J1c5c1,
J1c5d,
J1c5e,
J1c5f,
J1c6,
J1c6a,
J1c+16261,
J1c7,
J1c7a,
J1c+16261+189,
J1c12,
J1c12a,
J1c12b,
J1c13,
J1c14,
J1c8,
J1c8a,HG00257 NA12874
J1c8a1,
J1c8a1a,
J1c8a2,
J1c8b,
J1c9,
J1c10,
J1c10a,
J1c11,
J1c11a,
J1c15,
J1c15a,
J1c15a1,
J1c15b,
J1c16,
J1c17,
J1c17a,
J1+16193,
J1d,
J1d1,
J1d1a,
J1d1a1,
J1d1a1a,
J1d1b,
J1d1b1,
J1d2,
J1d2a,
J1d3,
J1d3a,
J1d3a1,
J1d3a2,
J1d4,
J1d5,
J1d5a,
J1d6,NA20818
J1d6a,
J2,
J2a,
J2a1,
J2a1a,
J2a1a1,HG01052 NA12273
J2a1a1a,
J2a1a1a1,
J2a1a1a2,
J2a1a1a2a,
J2a1a1a3,
J2a1a1b,
J2a1a1c,
J2a1a1d,
J2a1a1e,NA20518
J2a1a2,
J2a1a2a,
J2a1a2a1,
J2a1a2a1a,
J2a2,
J2a2a,
J2a2a1,
J2a2a1+16311,
J2a2a1a,
J2a2a1a1,
J2a2a2,
J2a2b,
J2a2b1,
J2a2b1a,
J2a2b2,NA20752
J2a2b3,
J2a2c,
J2a2c1,
J2a2d,
J2a2e,
J2b,
J2b1,
J2b1a,HG00106
J2b1a1,
J2b1a1a,
J2b1a2,
J2b1a2a,
J2b1a3,NA12414
J2b1a4,
J2b1a+16311,
J2b1a5,
J2b1a6,
J2b1b,
J2b1b1,
J2b1c,
J2b1c1,
J2b1d,
J2b1e,
J2b1e1,
J2b1f,
J2b1g,
J2b1h,
J2b2,
T,
T1,
T1a,
T1a+152,
T1a1'3,
T1a1,HG00119 NA12043
T1a1a,
T1a1a1,
T1a1b,
T1a1b1,
T1a1c,
T1a1d,
T1a1e,
T1a1f,
T1a1g,
T1a1h,
T1a1i,
T1a1j,
T1a1k,
T1a1k1,
T1a1k2,
T1a1+@152,
T1a1l,
T1a1m,
T1a1m1,
T1a1n,
T1a1p,
T1a1q,
T1a1r,
T1a3,
T1a3a,
T1a2,
T1a2a,NA20581
T1a2b,
T1a4,
T1a11,
T1a12,
T1a13,
T1a5,
T1a5a,
T1a6,NA11894 NA07037
T1a7,
T1a8,
T1a8a,
T1a8b,
T1a9,
T1a10,NA20819
T1a10a,
T1b,
T1b1,
T1b2,NA20542
T1b3,
T1b4,
T2,
T2a,
T2a1,
T2a1a,NA11829
T2a1a1,
T2a1a2,HG00234
T2a1a3,
T2a1a3a,
T2a1a5,
T2a1a6,
T2a1a7,
T2a1a8,
T2a1b,
T2a1b1,
T2a1b1a,
T2a1b1a1,
T2a1b1a1a,
T2a1b1a1a1,
T2a1b1a1a2,
T2a1b1a1b,HG01626
T2a1b1a1b1,
T2a1b1a2,
T2a1b2,
T2a1b2a,
T2a1b2b,
T2a+195,
T2a2,
T2a2a,
T2a3,
T2b,HG01618 HG00136 NA12763 NA07000
T2b1,NA12046 NA12003
T2b2,
T2b2b,
T2b2b1,
T2b3,
T2b3+151,
T2b3a,
T2b3a1,
T2b3c,
T2b3d,
T2b3e,NA20508
T2b3b,
T2b4,
T2b4a,
T2b4a1,
T2b4i,
T2b4+152,HG00356 HG00337 HG00259
T2b4b,NA11994
T2b4c,
T2b4d,
T2b4e,
T2b4f,
T2b4g,
T2b4h,
T2b5,HG00246
T2b5a,
T2b5a1,
T2b6,
T2b6a,
T2b6+146,
T2b6b,
T2b7,
T2b7a,
T2b7a1,
T2b7a2,
T2b7a3,NA20775 NA20507
T2b8,
T2b+150,
T2b9,
T2b11,
T2b13,HG00262
T2b13a,
T2b13b,
T2b15,
T2b+16362,
T2b16,
T2b17,
T2b17a,
T2b19,HG00265
T2b19b,HG00141
T2b21,
T2b21a,
T2b21b,
T2b+152,
T2b22,
T2b23,
T2b23a,
T2b24,
T2b24a,
T2b25,
T2b26,
T2b27,
T2b28,
T2b29,
T2b30,
T2b31,
T2b32,
T2b33,
T2b34,
T2b35,
T2b36,
T2b37,
T2c,
T2c1,
T2c1a,
T2c1a1,
T2c1a2,NA20783
T2c1a3,
T2c1c,
T2c1c1,
T2c1c2,
T2c1+146,
T2c1d,
T2c1d1,
T2c1d1a,
T2c1d+152,NA20758
T2c1d2,
T2c1d2a,
T2c1e,
T2c1f,
T2d,
T2d1,
T2d1a,
T2d1b,
T2d1b1,
T2d1b2,
T2d2,
T2+150,
T2e,
T2e1,HG00344 NA20589
T2e1a,
T2e1a1,
T2e1a1a,
T2e1a1b,
T2e1a1b1,
T2e1b,
T2e1b1,
T2e2,
T2e2a,
T2e5,
T2e6,
T2e+152,
T2e7,
T2m,
T2+16189,
T2f,
T2f1,
T2f1a,
T2f1a1,HG00097 NA12750
T2f2,
T2f3,
T2f4,
T2f5,
T2f6,
T2f7,
T2f7a,
T2f8,
T2f8a,
T2g,
T2g1,
T2g1a,
T2g1a1,
T2g1b,
T2g2,
T2g2a,
T2h,
T2h1,
T2h2,
T2i,
T2i1,
T2i2,
T2j,
T2j1,
T2k,
T2l,
T2n,NA20529
T3,
R5,
R5a,
R5a1,
R5a1a,
R5a2,
R5a2a,
R5a2b,
R5a2b1,
R5a2b2,
R5a2b3,
R5a2b4,
R6,
R6+16129,
R6a,
R6a1,
R6a2,
R6b,
R7,
R7a'b,
R7a,
R7a1,
R7a1a,
R7a1b,
R7a1b1,
R7a1b2,
R7b,
R7b1,
R7b1a,
R7b1a1,
R7b2,
R8,
R8a,
R8a1,
R8a1a,
R8a1a1,
R8a1a1a,
R8a1a1a1,
R8a1a1a1a,
R8a1a1a2,
R8a1a1b,
R8a1a1c,
R8a1a1d,
R8a1a2,
R8a1a2a,
R8a1a3,
R8a1+16093,
R8a1b,
R8a2,
R8b,
R8b1,
R8b1a,
R8b2,
R9,
R9b,
R9b1,
R9b1a,
R9b1a1,
R9b1a1a,
R9b1a2,
R9b1a2a,
R9b1a2b,
R9b1a3,NA18781
R9b1b,NA18779
R9b2,
R9c,
R9c1,
R9c1a,
R9c1a1,
R9c1a2,
R9c1a3,
R9c1b,
R9c1b1,HG00407
R9c1b2,
F,
F1,
F1a'c'f,
F1a,NA17989 NA17963
F1a1'4,NA18708
F1a1,
F1a1a,NA18119
F1a1a1,
F1a1b,NA19552
F1a1c,NA18620 NA18112
F1a1c1,
F1a1c2,NA19078
F1a1c3,NA18606 NA18569
F1a1d,
F1a1d1,
F1a4,
F1a4a,NA18132
F1a4a1,
F1a4b,
F1a2,
F1a2a,
F1a3,
F1a3+16311,
F1a3a,NA18107
F1a3a1,
F1a3a1a,NA19553
F1a3a2,
F1a3a3,
F1a3a3a,
F1a3b,NA17977
F1c,
F1c1,
F1c1a,
F1c1a1,
F1c1a1a,
F1c1a1b,HG00472
F1c1a2,
F1f,NA18761
F1+16189,
F1b,
F1b1,
F1b1a,NA19059
F1b1a1,
F1b1a1a,NA19064
F1b1a1a1,NA18970
F1b1a1a1a,
F1b1a1a2,
F1b1a1a3,
F1b1a2,NA19570
F1b1b,
F1b1c,
F1b1+@152,NA18545
F1b1d,
F1b1e,
F1b1e1,
F1b1f,
F1d,HG00530 NA18561
F1d1,NA18603
F1e,
F1e1,HG00437
F1e1a,NA18947
F1e2,
F1e3,HG00442
F1g,
F1g1,
F2,
F2+16291,
F2a,NA18626
F2a+@16291,NA18598
F2a1,
F2b,
F2b1,NA18790 NA18624 NA18560 NA17988
F2g,
F2c,
F2c1,
F2c2,NA18609 NA18583
F2d,NA18645 NA18571
F2e,NA18629
F2e1,
F2f,
F2+195,
F2h,
F2i,NA18525
F3,
F3a,
F3a+207,
F3a1,NA18759
F3b,
F3b+152,
F3b1,
F3b1a,
F3b1a+16093,
F3b1a1,
F3b1a2,
F3b1b,
F3b1b1,
F4,
F4a,
F4a1,
F4a1a,
F4a1b,
F4a2,NA18691
F4b,NA18592
F4b1,
R+16189,
R11'B6,
R11,HG00449 NA18763
R11a,
R11b,NA18133
R11b1,
R11b1a,HG00513 NA18555
R11b1b,HG00536
B4'5,
B4,
B4+16261,
B4a,NA17990
B4a1,
B4a1a,
B4a1a1,
B4a1a1a,
B4a1a1a1,
B4a1a1a1a,
B4a1a1a1a1,
B4a1a1a1b,
B4a1a1a1c,
B4a1a1a1d,
B4a1a1a2,
B4a1a1a2a,
B4a1a1a2b,
B4a1a1a3,
B4a1a1a4,
B4a1a1a5,
B4a1a1a6,
B4a1a1a7,
B4a1a1a8,
B4a1a1a9,
B4a1a1a10,
B4a1a1a11,
B4a1a1a11a,
B4a1a1a11b,
B4a1a1a12,
B4a1a1a13,
B4a1a1a14,
B4a1a1a15,
B4a1a1a16,
B4a1a1a17,
B4a1a1a18,
B4a1a1a19,
B4a1a1a20,
B4a1a1a21,
B4a1a1a22,
B4a1a1a+195,
B4a1a1a23,
B4a1a1b,
B4a1a1c,
B4a1a1d,
B4a1a1e,
B4a1a1f,
B4a1a1g,
B4a1a1h,
B4a1a1i,
B4a1a1j,
B4a1a1k,
B4a1a1k1,
B4a1a1+151,
B4a1a1m,
B4a1a1m1,
B4a1a1n,
B4a1a1+152,
B4a1a1o,
B4a1a1p,
B4a1a1q,
B4a1a1+16126,
B4a1a1r,
B4a1a1s,
B4a1a1t,
B4a1a1u,
B4a1a1v,
B4a1a1w,
B4a1a1x,
B4a1a1y,
B4a1a1z,
B4a1a1aa,
B4a1a1ab,
B4a1a1ac,
B4a1a1ad,
B4a1a1ae,
B4a1a1af,
B4a1a2,
B4a1a3,
B4a1a3a,
B4a1a3a1,
B4a1a3a1a,
B4a1a4,
B4a1a5,
B4a1a5a,
B4a1a6,
B4a1a6a,
B4a1a7,
B4a1+16311,
B4a1b,
B4a1b1,NA18948
B4a1b1a,
B4a1e,
B4a1c,
B4a1c1,
B4a1c1a,
B4a1c1a1,NA18975
B4a1c+146,
B4a1c2,
B4a1c4,
B4a1c5,NA18617
B4a1c3,
B4a1c3a,
B4a1c3b,
B4a1d,
B4a2,
B4a2a,
B4a2a1,
B4a2a2,
B4a2a3,
B4a2b,NA18528
B4a2b1,
B4a2b1a,
B4a3,
B4a4,HG00537 NA19551 NA18794 NA18567 NA18537
B4a5,
B4g,
B4g1,NA18141
B4g1a,
B4g1b,HG00452 NA18770 NA18109
B4g2,HG00419
B4h,
B4h1,
B4i,
B4i1,NA18541
B4k,
B4m,
B4b'd'e'j,
B4b,
B2,HG01345 HG01257 NA19771
B2a,NA19749
B2a1,
B2a1a,
B2a1a1,
B2a1b,
B2a2,
B2a3,
B2a4,
B2a4a,
B2a4a1,NA19649
B2a5,
B2b,
B2b+152,HG01437
B2b1,
B2b2,
B2b2a,
B2b3,
B2b3a,
B2b4,
B2c,NA19734
B2c1,
B2c1a,
B2c1b,
B2c1c,NA19731
B2c2,
B2c2a,
B2c2b,
B2d,HG01550 HG01498 HG01497 HG01494 HG01491 HG01488 HG01465 HG01455 HG01390 HG01377 HG01366 HG01360 HG01353 HG01344 HG01278 HG01277 HG01254 HG01253 HG01149 HG01148 HG01140 HG01137 HG01136 HG01133
B2e,
B2f,
B2g,
B2g1,
B2g2,
B2h,
B2i,
B2i1,
B2i2,
B2i2a,
B2i2a1,
B2i2a1a,
B2i2a1b,
B2i2b,
B2i2b1,
B2j,
B2k,
B2l,
B2m,NA19761
B2n,NA19795
B2o,
B2o1,
B2o1a,
B2p,
B2q,
B2r,
B2s,NA19780
B2t,NA19684
B2u,
B2v,
B2+16278,
B2w,
B2x,NA19681
B2y,NA19735
B2y1,
B4b1,HG00446 NA18110
B4b1a,
B4b1a+207,
B4b1a1,NA18949
B4b1a1a,NA19077
B4b1a1b,NA18984
B4b1a1c,
B4b1a2,
B4b1a2a,NA18123
B4b1a2b,
B4b1a2b1,
B4b1a2b2,
B4b1a2c,
B4b1a2d,
B4b1a2e,
B4b1a2f,
B4b1a2g,
B4b1a2g1,
B4b1a2h,
B4b1a2i,
B4b1a3,NA18689
B4b1a3a,
B4b1b'c,
B4b1b,
B4b1c,
B4b1c1,NA18744 NA18103
B4b1c2,
B4d,
B4d1'2'3,
B4d1,NA18616
B4d1a,NA18117
B4d2,
B4d3,NA18619
B4d3a,
B4d3a1,
B4d4,
B4e,
B4j,
B4c,
B4c1,
B4c1a'b,
B4c1a,
B4c1a1,HG00596 NA18982
B4c1a1a,
B4c1a1a1,
B4c1a1a1a,
B4c1a1a2,
B4c1a1b,
B4c1a1c,NA19088
B4c1a2,
B4c1a2a,
B4c1b,
B4c1b1,
B4c1b1a,
B4c1b+16335,
B4c1b2,
B4c1b2a,
B4c1b2a1,
B4c1b2a2,NA17979
B4c1b2a2a,
B4c1b2a2b,
B4c1b2b,NA18156
B4c1b2c,NA18552 NA18111
B4c1b2c1,NA19574 NA18778
B4c1b2c2,
B4c1c,
B4c1c+16311,
B4c1c1,NA19065
B4c2,
B4c2a,
B4c2b,
B4c2c,
B4f,
B4f1,
B5,
B5a,
B5a1,
B5a1a,
B5a1a1,
B5a1b,
B5a1b1,
B5a1c,
B5a1c1,
B5a1c1a,HG00542
B5a1c1a1,NA18785
B5a1c2,
B5a1d,
B5a2,HG00543
B5a2a,
B5a2a1,
B5a2a1a,
B5a2a1+16129,
B5a2a1b,NA18971
B5a2a2,
B5a2a2a,
B5a2a2a1,
B5a2a2a2,
B5a2a2b,
B5a2a2b1,
B5a2a2b1a,
B5a2a2b2,
B5b,
B5b1,HG00610 NA18758
B5b1a,
B5b1a1,
B5b1a2,NA18989
B5b1a2a,NA19009
B5b1c,
B5b1c1,
B5b1c1a,
B5b2,
B5b2a,
B5b2a1,
B5b2a2,
B5b2a2a,
B5b2a2a1,
B5b2a2a2,
B5b2b,
B5b2+@204,
B5b2c,
B5b2c1,HG00404
B5b3,
B5b3a,
B5b3b,NA18961
B5b4,
B5b5,NA18704
R24,
R24a,
R12'21,
R12,
R21,
R14,
R22,
R23,
R30,
R30a,
R30a1,
R30a1a,
R30a1b,
R30a1b1,
R30a1c,
R30b,
R30b1,
R30b2,
R30b2a,
R31,
R31a,
R31a1,
R31b,
R32,
U,
U1,
U1a,
U1a1,
U1a1a,
U1a1a1,
U1a1a1a,
U1a1a2,HG01625
U1a1a+16129,
U1a1a3,
U1a1b,
U1a1c,
U1a1c1,
U1a1c1a,
U1a1c1b,NA20826
U1a1c1c,
U1a1c1c1,
U1a1c1d,
U1a1c1d1,
U1a1d,
U1a2,
U1a3,
U1b,
U1b1,
U1b2,
U1b3,
U5,
U5a'b,
U5a,
U5a1,
U5a1+@16192,
U5a1a,
U5a1a1,NA06984
U5a1a1+152,
U5a1a1a,
U5a1a1b,NA20812
U5a1a1h,HG00281
U5a1a1c,
U5a1a1+16362,
U5a1a1d,
U5a1a1d1,
U5a1a1e,
U5a1a1g,HG00145
U5a1a1i,
U5a1a2,
U5a1a2a,
U5a1a2a1,
U5a1a2a1a,
U5a1a2b,NA12751
U5a1a2b1,
U5a1g,NA20805
U5a1g1,
U5a1g2,
U5a1b,HG00142
U5a1b1,NA12718
U5a1b1a,NA20774 NA20515
U5a1b1a1,
U5a1b1a2,NA12814
U5a1b1b,
U5a1b1b1,
U5a1b1c,
U5a1b1c1,
U5a1b1c2,
U5a1b1d,
U5a1b1d+16093,
U5a1b1d1,
U5a1b1e,
U5a1b1f,
U5a1b1g,HG00104
U5a1b1h,HG00367
U5a1b2,
U5a1b+16362,
U5a1b3,
U5a1b3a,
U5a1b3a1,
U5a1b4,
U5a1c,
U5a1c1,
U5a1c1a,
U5a1c2,
U5a1c2a,
U5a1c2a1,NA07357
U5a1d,
U5a1d1,
U5a1d2,
U5a1d2a,
U5a1d2a1,
U5a1d2b,
U5a1e,
U5a1f,
U5a1f1,
U5a1f1a,
U5a1f1a1,
U5a1f2,
U5a1h,
U5a1i,
U5a1i1,
U5a1j,NA12348
U5a2,
U5a2+16294,
U5a2a,
U5a2a1,HG00147 HG00146 NA12813
U5a2a1a,HG00268
U5a2a1b,
U5a2a1b1,
U5a2a1c,
U5a2a1d,
U5a2a1+152,
U5a2a1e,HG00351
U5a2a2,
U5a2a2a,
U5a2b,HG00306
U5a2b1,
U5a2b1a,
U5a2b1b,
U5a2b1c,
U5a2b1d,
U5a2b2,HG00160 NA20765
U5a2b2a,
U5a2b2a1,
U5a2b3,
U5a2b3a,
U5a2b3a1,
U5a2b4,
U5a2b4a,
U5a2b5,NA20760
U5a2c,
U5a2c1,
U5a2c2,
U5a2c3,
U5a2c3a,NA12843
U5a2c4,
U5a2d,
U5a2d1,
U5a2d1a,NA11992
U5a2+16362,
U5a2e,
U5b,
U5b1,
U5b1a,
U5b1+16189,
U5b1b,
U5b1b1,
U5b1b1+@16192,
U5b1b1a,HG00384 HG00376 HG00358 HG00320 HG00270 HG00188
U5b1b1a1,
U5b1b1a1a,HG00277
U5b1b1a1a1,
U5b1b1a1b,HG00373
U5b1b1a2,
U5b1b1a3,
U5b1b1d,
U5b1b1f,
U5b1b1b,
U5b1b1+152,
U5b1b1e,
U5b1b1g,
U5b1b1g1,
U5b1b1g1a,
U5b1b2,HG00368 HG00330 HG00285 HG00275 HG00174 HG00173
U5b1b2a,HG00364 HG00357 HG00341 HG00271 HG00187
U5b1b2b,
U5b1c,
U5b1c1,
U5b1c1a,
U5b1c1a1,HG00240 HG00238
U5b1c2,
U5b1c2a,
U5b1c2b,
U5b1+16189+@16192,NA20540
U5b1e,
U5b1e1,
U5b1e1a,
U5b1h,
U5b1d,
U5b1d1,
U5b1d1a,
U5b1d1b,
U5b1d1c,
U5b1d2,
U5b1f,
U5b1f1,
U5b1f1a,NA19679
U5b1g,
U5b1i,
U5b2,
U5b2a,
U5b2a1,
U5b2a1a,
U5b2a1a+16311,
U5b2a1a1,NA11830 NA06994
U5b2a1a1a,NA06989
U5b2a1a1b,
U5b2a1a1d,HG00284
U5b2a1a2,
U5b2a1b,HG00242
U5b2a2,
U5b2a2a,
U5b2a2a1,
U5b2a2a2,
U5b2a2b,
U5b2a2b1,
U5b2a2c,HG00260
U5b2a3,
U5b2a3a,NA20517
U5b2a+@16192,
U5b2a4,
U5b2a4a,
U5b2a5,
U5b2a5a,
U5b2a6,
U5b2b,
U5b2b1,
U5b2b1a,
U5b2b1a1,
U5b2b1a2,
U5b2b1b,
U5b2b2,
U5b2b3,
U5b2b3a,HG01197 HG01055
U5b2b3a1,
U5b2b3a1a,
U5b2b3b,
U5b2b4,
U5b2b4a,
U5b2b5,
U5b2c,
U5b2c1,
U5b2c2,
U5b2c2a,
U5b2c2b,HG00122 HG00116 HG00114
U5b3,
U5b3a,
U5b3a1,
U5b3a1a,
U5b3a1b,
U5b3a2,
U5b3b,
U5b3b1,
U5b3b2,
U5b3c,
U5b3d,
U5b3e,
U5b3f,
U5b3g,
U5b3h,
U6,
U6a'b'd,
U6a,
U6a1,
U6a1a,
U6a1a1,
U6a1a2,
U6a1b,
U6a1b1,
U6a1b1a,
U6a1b1b,
U6a1b2,
U6a1b3,
U6a1b4,
U6a+16189,
U6a+16189+(103),
U6a2,
U6a2a,
U6a2a1,
U6a2a2,
U6a2a2a,
U6a2b,
U6a2b1,
U6a2+195,
U6a2c,
U6a8,
U6a8a,
U6a8b,
U6a3,
U6a3a,
U6a3a1,
U6a3a1a,
U6a3a2,
U6a3a2a,
U6a3+185,
U6a3b,
U6a3b1,
U6a3e,
U6a3f,
U6a3f1,
U6a3f2,
U6a3c,NA19179
U6a3d,
U6a3d1,
U6a3d1a,
U6a4,
U6a5,
U6a5a,
U6a5a1,
U6a5b,
U6a5c,
U6a6,
U6a6a,
U6a6a1,
U6a6b,
U6a6b1,
U6a6b2,
U6a7,
U6a7a,
U6a7a1,
U6a7a1a,
U6a7a1b,
U6a7a1+@152,
U6a7a1c,
U6a7a2,
U6a7a2a,
U6a7b,
U6a7b1,
U6a7c,
U6a7c1,
U6a'b'd+16311,
U6b,
U6b1,
U6b1a,
U6b1a1,
U6b1b,
U6b2,
U6b3,
U6b3a,
U6d,
U6d1,
U6d1a,
U6d1b,
U6d2,
U6d3,
U6d3a,NA19652
U6c,
U6c1,
U6c2,
U2'3'4'7'8'9,
U2,
U2a,
U2a1,
U2a1a,
U2a1b,
U2a2,
U2b,
U2b1,
U2b1a,
U2b2,
U2+152,
U2c'd,
U2c,
U2c1,
U2c1a,
U2c1b,
U2d,
U2d1,
U2d2,
U2d2a,
U2d3,
U2e,
U2e1'2'3,NA20807
U2e1,
U2e1a,
U2e1a1,
U2e1a1a,
U2e1a1b,
U2e1a1c,
U2e1b,
U2e1b1,
U2e1b2,
U2e1c,
U2e1c1,
U2e1d,
U2e1e,
U2e1f,
U2e1f1,NA12347
U2e1g,
U2e1h,
U2e2,
U2e2a,
U2e2a1,
U2e2a1a,
U2e2a1a1,
U2e2a1a2,
U2e2a1b,
U2e2a1c,
U2e2a1d,
U2e3,
U2e3a,
U3,
U3a'c,
U3a,
U3a1,HG00359 NA12776
U3a1a,
U3a1a1,
U3a1b,
U3a1c,
U3a1c1,
U3a2,
U3a2a,
U3a2a1,
U3a2a1a,
U3a3,
U3c,
U3b,
U3b1,
U3b1a,
U3b1a1,
U3b1b,
U3b2,
U3b2a,
U3b2a1,
U3b2a1a,
U3b2b,
U3b2c,
U3b3,
U4'9,
U4,
U4a,HG00247
U4a1,
U4a1a,
U4a1a1,
U4a1a2,
U4a1a3,
U4a1b,
U4a1b1,
U4a1b1a,
U4a1b2,
U4a1c,
U4a1d,
U4a1e,
U4a2,HG00321 HG00267 HG00109
U4a2a,
U4a2a1,
U4a2a2,
U4a2a3,
U4a2b,NA20512
U4a2c,
U4a2c1,
U4a2d,
U4a2e,
U4a2f,
U4a2g,
U4a2h,
U4a2h1,
U4a3,
U4a3a,
U4b,
U4b1,
U4b1a,
U4b1a1,
U4b1a1a,
U4b1a1a1,NA06985
U4b1a2,
U4b1a2a,HG00250
U4b1a2b,
U4b1a3,
U4b1a3a,
U4b1a4,
U4b1+146+152,
U4b1b,
U4b1b1,HG01168
U4b1b1a,
U4b1b1b,
U4b1b1+16311,
U4b1b1c,
U4b1b1d,NA12156
U4b1b2,HG00155
U4b2,
U4b2a,
U4b2a1,
U4b2a1a,
U4b3,
U4c,
U4c1,
U4c1a,
U4c2,
U4c2a,
U4d,
U4d1,
U4d1a,
U4d1a1,HG00181
U4d1a1a,HG00339 HG00186
U4d1b,
U4d2,
U4d3,
U9,
U9a,
U9a1,
U9b,
U9b1,
U7,
U7a,
U7a1,
U7a1a,
U7a2,
U7a2a,
U7a3,
U7a3a,NA18130
U7a3b,
U7a4,
U7a4a,
U7a4a1,NA20778
U7a4a1a,
U7a5,
U7b,
U7b1,
U7b2,
U8,
U8a,
U8a1,
U8a1a,
U8a1a1,
U8a1a1a,
U8a1a1a1,
U8a1a1b,
U8a1a1b1,HG00176
U8a1a2,
U8a1a3,
U8a1a4,
U8a1b,HG00263
U8a2,
U8b'c,
U8b,
U8b1,
U8b1a,
U8b1a1,
U8b1a2,
U8b1a2a,
U8b1a2+16311,
U8b1a2b,
U8b1b,
U8b1b1,NA20786
U8b1b2,
K,
K1,
K1a,
K1a1,
K1a1a,
K1a1a1,
K1a1a2,
K1a1a2a,
K1a1a2a1,
K1a1b,
K1a1b1,NA20813 NA20539
K1a1b1a,
K1a1b1b,
K1a1b1b1,
K1a1b1c,
K1a1b1d,
K1a1b1e,NA20505
K1a1b1f,
K1a1b1g,
K1a1b2,
K1a1b2a,
K1a1b2a1,
K1a1b2a1a,NA20759
K1a1b2b,
K1a1c,
K1a2,
K1a2a,HG01617
K1a2a1,NA20522 NA06986
K1a2a2,
K1a2b,
K1a2c,
K1a3,
K1a3a,
K1a3a1,
K1a3a1a,
K1a3a1b,
K1a3a2,
K1a3a3,
K1a3a4,
K1a4,
K1a4a,
K1a4a1,
K1a4a1a,
K1a4a1a+195,
K1a4a1a1,
K1a4a1a3,
K1a4a1a2,
K1a4a1a2a,
K1a4a1a2b,HG00331
K1a4a1b,
K1a4a1b1,
K1a4a1b2,
K1a4a1c,
K1a4a1c1,
K1a4a1d,
K1a4a1e,
K1a4a1f,HG00349
K1a4a1f1,
K1a4a1g,
K1a4a1h,
K1a4a1i,
K1a4b,
K1a4b1,
K1a4c,
K1a4c1,
K1a4d,
K1a4e,
K1a4f,
K1a4f1,NA20828
K1a4g,HG00121
K1a4h,
K1a4h1,
K1a4i,
K1a4+146,
K1a4j,
K1a4j1,
K1a5,
K1a5a,
K1a5b,
K1a6,
K1a7,
K1a8,
K1a8a,
K1a8a1,
K1a8b,
K1a+195,NA20764
K1a9,
K1a10,
K1a10a,
K1a13,
K1a13a,
K1a14,
K1a15,
K1a16,
K1a26,
K1a+150,
K1a11,
K1a11a,
K1a11a1,
K1a11b,
K1a24,
K1a24a,
K1a30,
K1a30a,
K1a31,
K1a12,
K1a12a,
K1a12a1,
K1a12a1a,
K1a17,
K1a17a,
K1a18,
K1a19,
K1a19a,
K1a23,
K1a25,
K1a27,
K1a28,
K1a29,
K1a29a,
K1b,
K1b1,
K1b1+(16093),
K1b1a,
K1b1a1,
K1b1a1+199,
K1b1a1a,
K1b1a1b,
K1b1a1c,
K1b1a1c1,
K1b1a1d,NA11892
K1b1a1d1,
K1b1a2,
K1b1b,
K1b1b1,
K1b1c,
K1b2,
K1b2a,
K1b2a1,
K1b2a1a,
K1b2a1a1,
K1b2a2,
K1b2a2a,
K1b2a3,
K1b2b,
K1b2b1,
K1c,
K1c1,
K1c1a,
K1c1b,
K1c1c,HG00326 HG00185 HG00177
K1c1d,
K1c1e,
K1c1f,
K1c1g,
K1c1h,
K1c1i,
K1c2,
K1c2a,
K1+16362,
K1d,
K1d1,
K1e,
K1e1,
