accession,pub_title,first_aut,pubmed_id,pub_date,geo_origin,asm_method,seq_tech
JX153645.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153646.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153647.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153648.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153649.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153650.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153651.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153652.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153653.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153654.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153655.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153656.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153657.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153658.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153659.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153660.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153661.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153662.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153663.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153664.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153665.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153666.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153667.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153668.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153669.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153670.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153671.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153672.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153673.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153674.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153675.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153676.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153677.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153678.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153679.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153680.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153681.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153682.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153683.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153684.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153685.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153686.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
JX153687.1,"The co-occurrence of mtDNA mutations on different oxidative phosphorylation subunits, not detected by haplogroup analysis, affects human longevity and is population specific.",Raule N,24341918.0,06-2014,Denmark,,
