accession,seq_tech,geo_origin,source,asm_method,pub_title,first_aut,pubmed_id,pub_date
AY950297.2,,,NCBI,,Reconstructing the origin of Andaman Islanders.,Thangaraj K,15890876.0,05-2005
AY950298.2,,,NCBI,,Reconstructing the origin of Andaman Islanders.,Thangaraj K,15890876.0,05-2005
AY950299.2,,,NCBI,,Reconstructing the origin of Andaman Islanders.,Thangaraj K,15890876.0,05-2005
AY950300.2,,,NCBI,,Reconstructing the origin of Andaman Islanders.,Thangaraj K,15890876.0,05-2005
AY956412.1,,"Papua New Guinea: West New Britain, Uasilau",NCBI,,Expanding Southwest Pacific mitochondrial haplogroups P and Q.,Friedlaender J,15814828.0,06-2005
AY956413.2,,Papua New Guinea: New Ireland,NCBI,,Expanding Southwest Pacific mitochondrial haplogroups P and Q.,Friedlaender J,15814828.0,06-2005
AY956414.1,,"Papua New Guinea: East New Britain, Marabu",NCBI,,Expanding Southwest Pacific mitochondrial haplogroups P and Q.,Friedlaender J,15814828.0,06-2005
AY963572.1,,Cambodia,NCBI,,"Single, rapid coastal settlement of Asia revealed by analysis of complete mitochondrial genomes.",Macaulay V,15890885.0,05-2005
AY963573.2,,China,NCBI,,"Single, rapid coastal settlement of Asia revealed by analysis of complete mitochondrial genomes.",Macaulay V,15890885.0,05-2005
AY963574.2,,,NCBI,,"Single, rapid coastal settlement of Asia revealed by analysis of complete mitochondrial genomes.",Macaulay V,15890885.0,05-2005
AY963575.2,,China,NCBI,,"Single, rapid coastal settlement of Asia revealed by analysis of complete mitochondrial genomes.",Macaulay V,15890885.0,05-2005
AY963576.2,,,NCBI,,"Single, rapid coastal settlement of Asia revealed by analysis of complete mitochondrial genomes.",Macaulay V,15890885.0,05-2005
AY963577.2,,,NCBI,,"Single, rapid coastal settlement of Asia revealed by analysis of complete mitochondrial genomes.",Macaulay V,15890885.0,05-2005
AY963578.2,,,NCBI,,"Single, rapid coastal settlement of Asia revealed by analysis of complete mitochondrial genomes.",Macaulay V,15890885.0,05-2005
AY963579.3,,,NCBI,,"Single, rapid coastal settlement of Asia revealed by analysis of complete mitochondrial genomes.",Macaulay V,15890885.0,05-2005
AY963580.2,,,NCBI,,"Single, rapid coastal settlement of Asia revealed by analysis of complete mitochondrial genomes.",Macaulay V,15890885.0,05-2005
AY963581.2,,,NCBI,,"Single, rapid coastal settlement of Asia revealed by analysis of complete mitochondrial genomes.",Macaulay V,15890885.0,05-2005
AY963582.2,,,NCBI,,"Single, rapid coastal settlement of Asia revealed by analysis of complete mitochondrial genomes.",Macaulay V,15890885.0,05-2005
AY963583.2,,,NCBI,,"Single, rapid coastal settlement of Asia revealed by analysis of complete mitochondrial genomes.",Macaulay V,15890885.0,05-2005
AY963584.2,,,NCBI,,"Single, rapid coastal settlement of Asia revealed by analysis of complete mitochondrial genomes.",Macaulay V,15890885.0,05-2005
AY963585.2,,Uganda,NCBI,,"Single, rapid coastal settlement of Asia revealed by analysis of complete mitochondrial genomes.",Macaulay V,15890885.0,05-2005
AY963586.3,,Italy,NCBI,,"Low ""penetrance"" of phylogenetic knowledge in mitochondrial disease studies.",Bandelt HJ,15958208.0,07-2005
AY972053.1,,"China: Qijiang, Chongqing",NCBI,,"Low ""penetrance"" of phylogenetic knowledge in mitochondrial disease studies.",Bandelt HJ,15958208.0,07-2005
CP068254.1,PacBio Sequel II HiFi; Oxford Nanopore MinION; Illumina NovaSeq,,NCBI,T2T assembly pipeline (see manuscript for details) v. 09/04/2020,The complete sequence of a human genome,"Nurk, S.",,
D38112.1,,,NCBI,,Recent African origin of modern humans revealed by complete sequences of hominoid mitochondrial DNAs.,Horai S,7530363.0,01-1995
DQ137398.1,,"Papua New Guinea: West New Britain, Kol",NCBI,,Ancient mitochondrial M haplogroups identified in the Southwest Pacific.,Merriwether DA,16150714.0,09-2005
DQ137399.1,,"Papua New Guinea: East New Britain, Vunairoto (Tolai)",NCBI,,Ancient mitochondrial M haplogroups identified in the Southwest Pacific.,Merriwether DA,16150714.0,09-2005
DQ137400.1,,"Papua New Guinea: East New Britain, Watwat (Sulka)",NCBI,,Ancient mitochondrial M haplogroups identified in the Southwest Pacific.,Merriwether DA,16150714.0,09-2005
DQ137401.1,,"Papua New Guinea: East New Britain, Malasait (Kagat, Baining)",NCBI,,Ancient mitochondrial M haplogroups identified in the Southwest Pacific.,Merriwether DA,16150714.0,09-2005
DQ137402.1,,"Papua New Guinea: East New Britain, Kabakada (Tolai)",NCBI,,Ancient mitochondrial M haplogroups identified in the Southwest Pacific.,Merriwether DA,16150714.0,09-2005
DQ137403.1,,"Papua New Guinea: East New Britain, Kabakada (Tolai)",NCBI,,Ancient mitochondrial M haplogroups identified in the Southwest Pacific.,Merriwether DA,16150714.0,09-2005
DQ137404.1,,"Papua New Guinea: New Britain, Kabakada (Tolai)",NCBI,,Ancient mitochondrial M haplogroups identified in the Southwest Pacific.,Merriwether DA,16150714.0,09-2005
DQ137405.1,,"Papua New Guinea: South Bougainville, Simeku",NCBI,,Ancient mitochondrial M haplogroups identified in the Southwest Pacific.,Merriwether DA,16150714.0,09-2005
DQ137406.1,,"Papua New Guinea: North New Ireland, Madak",NCBI,,Ancient mitochondrial M haplogroups identified in the Southwest Pacific.,Merriwether DA,16150714.0,09-2005
DQ137407.1,,"Papua New Guinea: East New Britain, Tolai",NCBI,,Ancient mitochondrial M haplogroups identified in the Southwest Pacific.,Merriwether DA,16150714.0,09-2005
DQ137408.1,,"Papua New Guinea: East New Britain, Tolai",NCBI,,Ancient mitochondrial M haplogroups identified in the Southwest Pacific.,Merriwether DA,16150714.0,09-2005
DQ137409.1,,"Papua New Guinea: East New Britain, Kabakada (Tolai)",NCBI,,Ancient mitochondrial M haplogroups identified in the Southwest Pacific.,Merriwether DA,16150714.0,09-2005
DQ137410.1,,"Papua New Guinea: Central Bougainville, Aita",NCBI,,Ancient mitochondrial M haplogroups identified in the Southwest Pacific.,Merriwether DA,16150714.0,09-2005
DQ137411.1,,"Papua New Guinea: Central Bougainville, Aita",NCBI,,Ancient mitochondrial M haplogroups identified in the Southwest Pacific.,Merriwether DA,16150714.0,09-2005
DQ149511.1,,,NCBI,,Structuring the reconstructed origin of Andaman Islanders: Jarawa,"Rao, V.R.",,
DQ149512.1,,,NCBI,,Structuring the reconstructed origin of Andaman Islanders: Jarawa,"Rao, V.R.",,
DQ149513.1,,,NCBI,,Structuring the reconstructed origin of Andaman Islanders: Jarawa,"Rao, V.R.",,
DQ149514.1,,,NCBI,,Structuring the reconstructed origin of Andaman Islanders: Jarawa,"Rao, V.R.",,
DQ149515.1,,,NCBI,,Structuring the reconstructed origin of Andaman Islanders: Jarawa,"Rao, V.R.",,
DQ149516.1,,,NCBI,,Structuring the reconstructed origin of Andaman Islanders: Jarawa,"Rao, V.R.",,
DQ149517.1,,,NCBI,,Structuring the reconstructed origin of Andaman Islanders: Jarawa,"Rao, V.R.",,
DQ149518.1,,,NCBI,,Structuring the reconstructed origin of Andaman Islanders: Jarawa,"Rao, V.R.",,
DQ149519.1,,,NCBI,,Structuring the reconstructed origin of Andaman Islanders: Jarawa,"Rao, V.R.",,
DQ149520.1,,,NCBI,,Structuring the reconstructed origin of Andaman Islanders: Jarawa,"Rao, V.R.",,
DQ156208.1,,,NCBI,,Differences of sperm motility in mitochondrial DNA haplogroup U sublineages,"Montiel-Sosa, F.",,
DQ156209.1,,,NCBI,,Differences of sperm motility in mitochondrial DNA haplogroup U sublineages,"Montiel-Sosa, F.",,
DQ156210.1,,,NCBI,,Differences of sperm motility in mitochondrial DNA haplogroup U sublineages,"Montiel-Sosa, F.",,
DQ156211.1,,,NCBI,,Differences of sperm motility in mitochondrial DNA haplogroup U sublineages,"Montiel-Sosa, F.",,
DQ156212.1,,,NCBI,,Differences of sperm motility in mitochondrial DNA haplogroup U sublineages,"Montiel-Sosa, F.",,
DQ156213.1,,,NCBI,,Differences of sperm motility in mitochondrial DNA haplogroup U sublineages,"Montiel-Sosa, F.",,
DQ156214.1,,,NCBI,,Differences of sperm motility in mitochondrial DNA haplogroup U sublineages,"Montiel-Sosa, F.",,
DQ200801.1,,Spain: Basque,NCBI,,The mitochondrial lineage U8a reveals a Paleolithic settlement in the Basque country.,González AM,16719915.0,05-2006
DQ200802.1,,Spain: Basque,NCBI,,The mitochondrial lineage U8a reveals a Paleolithic settlement in the Basque country.,González AM,16719915.0,05-2006
DQ200803.1,,Spain: Basque,NCBI,,The mitochondrial lineage U8a reveals a Paleolithic settlement in the Basque country.,González AM,16719915.0,05-2006
DQ200804.1,,Spain: Basque,NCBI,,The mitochondrial lineage U8a reveals a Paleolithic settlement in the Basque country.,González AM,16719915.0,05-2006
DQ200805.1,,Jordan,NCBI,,The mitochondrial lineage U8a reveals a Paleolithic settlement in the Basque country.,González AM,16719915.0,05-2006
DQ246811.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246812.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246813.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246814.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246815.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246816.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246817.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246818.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246819.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246820.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246821.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246822.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246823.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246824.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246825.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246826.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246827.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246828.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246829.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246831.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ246832.1,,,NCBI,,Phylogeny and antiquity of M macrohaplogroup inferred from complete mt DNA sequence of Indian specific lineages.,Rajkumar R,15804362.0,04-2005
DQ272107.1,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ272108.1,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ272109.1,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ272110.1,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ272111.1,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ272112.1,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ272113.1,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ272114.1,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ272115.1,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ272116.1,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ272117.1,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ272118.1,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ272119.1,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ272120.1,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ272121.1,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ272122.1,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ272123.1,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ272124.1,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ272125.2,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ272126.1,,,NCBI,,Updating the East Asian mtDNA phylogeny: a prerequisite for the identification of pathogenic mutations.,Kong QP,16714301.0,07-2006
DQ282387.1,,,NCBI,,"Complete mitochondrial genome sequences for 265 African American and U.S. ""Hispanic"" individuals.",Just RS,19083815.0,06-2008
DQ282388.1,,,NCBI,,"Complete mitochondrial genome sequences for 265 African American and U.S. ""Hispanic"" individuals.",Just RS,19083815.0,06-2008
DQ282389.1,,,NCBI,,"Complete mitochondrial genome sequences for 265 African American and U.S. ""Hispanic"" individuals.",Just RS,19083815.0,06-2008
